carat,cut,color,clarity,depth,table,price,x,y,z,L/W,color_scale,grams,ppg,clarity_scale,cut_scale
1.1,Ideal,H,VS2,60.5,57.0,5347,6.73,6.7,4.06,1.0044776119402985,5,0.22000000000000003,24304.545454545452,5,5
1.03,Ideal,G,VVS1,61.7,56.0,7708,6.45,6.56,4.0,0.9832317073170732,4,0.20600000000000002,37417.47572815534,2,5
1.14,Very Good,J,SI1,63.3,55.0,4173,6.6,6.67,4.2,0.9895052473763118,7,0.22799999999999998,18302.63157894737,6,3
1.1,Ideal,D,VS1,61.9,56.0,10144,6.58,6.61,4.09,0.9954614220877458,1,0.22000000000000003,46109.090909090904,4,5
0.73,Premium,F,SI2,60.5,57.0,2351,5.84,5.8,3.52,1.006896551724138,3,0.146,16102.739726027397,7,4
0.71,Ideal,H,VS1,60.3,59.0,2487,5.75,5.79,3.48,0.9930915371329879,5,0.142,17514.084507042255,4,5
0.7,Good,D,VVS1,61.0,61.0,4407,5.69,5.72,3.48,0.9947552447552449,1,0.13999999999999999,31478.57142857143,2,2
1.15,Premium,H,SI1,62.0,58.0,5506,6.77,6.66,4.16,1.0165165165165164,5,0.22999999999999998,23939.13043478261,6,4
0.53,Ideal,F,VVS1,61.6,56.0,2896,5.18,5.24,3.21,0.9885496183206106,3,0.10600000000000001,27320.75471698113,2,5
1.3,Very Good,F,SI2,61.1,58.0,6149,6.98,7.02,4.28,0.9943019943019944,3,0.26,23650.0,7,3
1.05,Premium,F,VVS2,61.3,59.0,8693,6.56,6.48,4.0,1.0123456790123455,3,0.21000000000000002,41395.23809523809,3,4
0.57,Premium,G,VS2,59.7,59.0,1608,5.37,5.41,3.22,0.9926062846580407,4,0.11399999999999999,14105.263157894738,5,4
0.63,Very Good,D,SI1,62.8,57.0,1885,5.4,5.46,3.41,0.989010989010989,1,0.126,14960.31746031746,6,3
0.91,Very Good,E,SI2,60.3,59.0,3638,6.28,6.25,3.78,1.0048000000000001,2,0.18200000000000002,19989.010989010985,7,3
1.2,Premium,D,VS2,61.6,60.0,8693,6.78,6.72,4.16,1.0089285714285714,1,0.24,36220.833333333336,5,4
1.01,Premium,E,SI1,63.0,61.0,5077,6.42,6.37,4.03,1.0078492935635792,2,0.202,25133.663366336634,6,4
1.05,Premium,H,SI1,59.3,58.0,5161,6.65,6.61,3.93,1.006051437216339,5,0.21000000000000002,24576.190476190473,6,4
0.34,Ideal,F,VS2,62.2,55.0,641,4.47,4.5,2.79,0.9933333333333333,3,0.068,9426.470588235294,5,5
1.19,Premium,I,VS2,61.7,57.0,5439,6.84,6.77,4.2,1.0103397341211227,6,0.238,22852.94117647059,5,4
0.53,Good,I,SI2,63.6,58.0,942,5.08,5.11,3.24,0.9941291585127201,6,0.10600000000000001,8886.792452830188,7,2
1.11,Ideal,E,VS2,61.0,57.0,9625,6.65,6.7,4.08,0.9925373134328358,2,0.22200000000000003,43355.85585585585,5,5
0.32,Ideal,G,IF,61.1,57.0,918,4.41,4.43,2.7,0.9954853273137698,4,0.064,14343.75,1,5
0.36,Ideal,F,VS2,61.5,55.0,807,4.6,4.57,2.82,1.0065645514223194,3,0.072,11208.333333333334,5,5
1.03,Ideal,F,SI2,61.8,56.0,4454,6.49,6.46,4.0,1.0046439628482973,3,0.20600000000000002,21621.35922330097,7,5
0.33,Premium,I,VS1,59.5,60.0,668,4.54,4.5,2.69,1.008888888888889,6,0.066,10121.21212121212,4,4
0.7,Very Good,F,VS2,62.4,57.0,2956,5.67,5.71,3.55,0.9929947460595446,3,0.13999999999999999,21114.285714285717,5,3
0.32,Ideal,E,VS2,62.0,55.0,900,4.46,4.38,2.74,1.0182648401826484,2,0.064,14062.5,5,5
0.32,Ideal,G,VS1,61.2,56.0,645,4.39,4.43,2.7,0.9909706546275395,4,0.064,10078.125,4,5
0.9,Good,G,SI2,64.1,56.0,3246,6.12,6.08,3.91,1.006578947368421,4,0.18000000000000002,18033.333333333332,7,2
1.08,Ideal,F,VS2,61.0,57.0,7781,6.61,6.68,4.06,0.9895209580838324,3,0.21600000000000003,36023.148148148146,5,5
0.31,Ideal,H,VVS1,61.8,57.0,907,4.35,4.32,2.68,1.0069444444444442,5,0.062,14629.032258064517,2,5
1.02,Premium,H,VS2,61.8,58.0,5241,6.49,6.43,3.99,1.0093312597200623,5,0.20400000000000001,25691.176470588234,5,4
0.35,Ideal,E,VS2,61.6,55.0,984,4.54,4.49,2.78,1.0111358574610245,2,0.06999999999999999,14057.142857142859,5,5
0.32,Ideal,F,SI1,60.9,55.0,586,4.46,4.53,2.72,0.9845474613686533,3,0.064,9156.25,6,5
0.55,Ideal,E,SI1,61.4,55.0,1668,5.29,5.26,3.24,1.005703422053232,2,0.11000000000000001,15163.636363636362,6,5
0.58,Ideal,H,IF,61.6,57.0,2211,5.34,5.37,3.3,0.994413407821229,5,0.11599999999999999,19060.344827586207,1,5
0.52,Premium,E,VS2,60.6,58.0,1622,5.23,5.2,3.16,1.0057692307692307,2,0.10400000000000001,15596.153846153844,5,4
0.52,Ideal,H,VS2,61.3,55.0,1401,5.2,5.24,3.2,0.9923664122137404,5,0.10400000000000001,13471.153846153846,5,5
0.3,Ideal,G,VVS1,62.7,54.0,764,4.3,4.34,2.71,0.9907834101382489,4,0.06,12733.333333333334,2,5
0.71,Ideal,F,VS1,61.7,55.0,3041,5.73,5.77,3.55,0.9930675909878685,3,0.142,21415.49295774648,4,5
0.4,Ideal,G,VVS2,62.6,53.0,917,4.72,4.77,2.97,0.989517819706499,4,0.08000000000000002,11462.499999999998,3,5
1.02,Ideal,J,SI2,61.6,55.0,2611,6.49,6.43,3.98,1.0093312597200623,7,0.20400000000000001,12799.019607843136,7,5
0.33,Very Good,F,VVS2,62.5,59.0,810,4.4,4.47,2.77,0.9843400447427294,3,0.066,12272.727272727272,3,3
1.01,Premium,F,SI2,62.9,59.0,4616,6.32,6.27,3.96,1.0079744816586922,3,0.202,22851.48514851485,7,4
0.32,Very Good,F,VVS2,62.0,55.0,717,4.38,4.42,2.73,0.9909502262443439,3,0.064,11203.125,3,3
1.02,Good,G,VS2,63.2,57.0,6058,6.38,6.41,4.04,0.9953198127925117,4,0.20400000000000001,29696.078431372545,5,2
0.33,Ideal,E,IF,61.9,57.0,1129,4.41,4.45,2.74,0.9910112359550561,2,0.066,17106.060606060604,1,5
0.65,Premium,D,SI1,60.5,58.0,2134,5.61,5.57,3.38,1.007181328545781,1,0.13,16415.384615384613,6,4
0.3,Ideal,F,IF,59.8,58.0,873,4.37,4.46,2.64,0.9798206278026906,3,0.06,14550.0,1,5
1.21,Premium,G,SI2,60.3,58.0,5529,6.96,6.9,4.18,1.008695652173913,4,0.242,22847.10743801653,7,4
0.7,Ideal,I,VVS2,62.7,54.0,2487,5.65,5.69,3.55,0.992970123022847,6,0.13999999999999999,17764.285714285717,3,5
0.51,Premium,G,VS2,61.3,59.0,1443,5.17,5.11,3.15,1.0117416829745596,4,0.10200000000000001,14147.05882352941,5,4
0.43,Very Good,F,SI1,61.6,59.0,792,4.83,4.87,2.99,0.9917864476386037,3,0.08600000000000001,9209.302325581395,6,3
0.33,Premium,I,VVS1,61.9,60.0,780,4.44,4.41,2.74,1.0068027210884354,6,0.066,11818.181818181818,2,4
0.9,Good,I,VVS1,62.4,61.0,3972,6.05,6.09,3.79,0.993431855500821,6,0.18000000000000002,22066.666666666664,2,2
0.41,Very Good,E,SI1,63.2,56.0,1015,4.74,4.72,2.99,1.0042372881355932,2,0.082,12378.048780487805,6,3
0.31,Ideal,G,IF,61.9,56.0,871,4.33,4.35,2.68,0.9954022988505749,4,0.062,14048.387096774193,1,5
1.54,Very Good,F,SI1,58.8,60.0,11650,7.54,7.59,4.45,0.9934123847167325,3,0.30800000000000005,37824.67532467532,6,3
1.04,Ideal,G,VS2,62.5,57.0,6709,6.49,6.46,4.05,1.0046439628482973,4,0.20800000000000002,32254.807692307688,5,5
0.62,Ideal,E,SI1,61.7,54.0,2054,5.53,5.49,3.4,1.0072859744990892,2,0.124,16564.516129032258,6,5
0.9,Very Good,D,SI1,63.5,57.0,4304,6.15,6.11,3.89,1.0065466448445173,1,0.18000000000000002,23911.11111111111,6,3
0.36,Ideal,H,VS1,61.5,55.0,651,4.59,4.62,2.83,0.9935064935064934,5,0.072,9041.666666666668,4,5
0.3,Ideal,F,VVS1,62.1,55.0,1114,4.32,4.31,2.68,1.0023201856148494,3,0.06,18566.666666666668,2,5
1.4,Premium,I,VS1,61.6,59.0,7722,7.22,7.17,4.43,1.0069735006973501,6,0.27999999999999997,27578.57142857143,4,4
1.7,Very Good,H,SI2,60.8,56.0,10255,7.67,7.72,4.68,0.9935233160621761,5,0.34,30161.76470588235,7,3
0.33,Ideal,G,VS1,61.8,56.0,666,4.42,4.45,2.74,0.9932584269662921,4,0.066,10090.90909090909,4,5
1.06,Ideal,F,VS1,61.9,57.0,7345,6.53,6.55,4.05,0.9969465648854963,3,0.21200000000000002,34646.22641509434,4,5
0.4,Very Good,G,SI1,59.2,61.0,702,4.78,4.81,2.84,0.9937629937629939,4,0.08000000000000002,8774.999999999998,6,3
1.1,Ideal,J,SI2,60.1,57.0,4624,6.77,6.74,4.06,1.0044510385756675,7,0.22000000000000003,21018.181818181816,7,5
0.32,Premium,G,VVS2,61.2,59.0,730,4.39,4.44,2.7,0.9887387387387386,4,0.064,11406.25,3,4
0.33,Ideal,E,VS1,62.7,57.0,1002,4.45,4.38,2.77,1.0159817351598175,2,0.066,15181.818181818182,4,5
0.73,Very Good,E,SI1,63.3,60.0,2523,5.65,5.7,3.59,0.9912280701754387,2,0.146,17280.82191780822,6,3
1.51,Premium,G,SI1,62.4,62.0,10688,7.25,7.12,4.48,1.0182584269662922,4,0.30200000000000005,35390.72847682119,6,4
1.0,Premium,E,SI2,61.0,59.0,3752,6.4,6.33,3.89,1.0110584518167458,2,0.2,18760.0,7,4
1.04,Very Good,H,SI1,63.1,58.0,4316,6.43,6.37,4.04,1.009419152276295,5,0.20800000000000002,20750.0,6,3
1.21,Premium,F,VS2,60.1,55.0,8870,7.01,6.91,4.18,1.0144717800289436,3,0.242,36652.89256198347,5,4
0.72,Ideal,H,VVS1,62.5,57.0,2946,5.7,5.73,3.57,0.9947643979057591,5,0.144,20458.333333333336,2,5
0.83,Very Good,E,SI1,62.1,58.0,3002,6.01,6.04,3.74,0.9950331125827814,2,0.166,18084.33734939759,6,3
1.17,Ideal,J,SI1,62.3,55.0,4883,6.74,6.77,4.21,0.9955686853766619,7,0.23399999999999999,20867.521367521367,6,5
0.28,Ideal,F,VS1,62.0,57.0,598,4.19,4.23,2.61,0.9905437352245863,3,0.05600000000000001,10678.571428571428,4,5
0.53,Ideal,E,VS2,62.4,56.0,1813,5.2,5.16,3.23,1.0077519379844961,2,0.10600000000000001,17103.77358490566,5,5
1.0,Very Good,I,SI2,60.8,63.0,3276,6.41,6.34,3.88,1.0110410094637226,6,0.2,16380.0,7,3
0.46,Premium,E,VS1,62.0,58.0,1294,4.95,4.98,3.08,0.9939759036144578,2,0.09200000000000001,14065.217391304346,4,4
0.34,Ideal,D,SI1,60.6,56.0,803,4.54,4.51,2.74,1.0066518847006651,1,0.068,11808.823529411764,6,5
0.3,Very Good,E,VS2,62.9,58.0,658,4.22,4.24,2.66,0.9952830188679245,2,0.06,10966.666666666668,5,3
1.01,Very Good,E,VS2,60.4,58.0,6666,6.47,6.51,3.92,0.9938556067588326,2,0.202,33000.0,5,3
1.26,Ideal,G,SI1,59.6,57.0,6738,7.08,7.04,4.21,1.0056818181818181,4,0.252,26738.095238095237,6,5
0.36,Ideal,F,VS1,61.6,56.0,819,4.62,4.64,2.85,0.9956896551724139,3,0.072,11375.0,4,5
0.4,Very Good,E,SI1,63.5,57.0,882,4.72,4.7,2.99,1.004255319148936,2,0.08000000000000002,11024.999999999998,6,3
0.42,Ideal,J,VS1,60.9,57.0,663,4.83,4.86,2.95,0.9938271604938271,7,0.084,7892.857142857142,4,5
0.91,Premium,G,SI2,61.3,60.0,3423,6.17,6.2,3.79,0.9951612903225806,4,0.18200000000000002,18807.692307692305,7,4
0.51,Ideal,G,IF,62.4,54.0,2096,5.12,5.17,3.21,0.9903288201160542,4,0.10200000000000001,20549.019607843136,1,5
0.32,Very Good,D,VS2,62.5,57.0,758,4.34,4.39,2.73,0.9886104783599089,1,0.064,11843.75,5,3
0.3,Premium,F,VVS2,61.6,58.0,737,4.28,4.35,2.66,0.9839080459770116,3,0.06,12283.333333333334,3,4
1.51,Very Good,D,SI2,63.2,59.0,7915,7.25,7.18,4.56,1.00974930362117,1,0.30200000000000005,26208.609271523175,7,3
1.01,Ideal,E,SI1,61.6,57.0,5206,6.44,6.49,3.98,0.9922958397534669,2,0.202,25772.27722772277,6,5
1.58,Premium,G,VS1,60.8,58.0,11380,7.58,7.52,4.59,1.0079787234042554,4,0.31600000000000006,36012.65822784809,4,4
0.91,Premium,G,SI2,59.8,58.0,2813,6.3,6.29,3.77,1.0015898251192368,4,0.18200000000000002,15456.043956043954,7,4
0.7,Very Good,D,SI1,62.5,55.0,2862,5.67,5.72,3.56,0.9912587412587412,1,0.13999999999999999,20442.857142857145,6,3
0.31,Ideal,D,SI1,62.3,54.0,571,4.33,4.37,2.71,0.9908466819221968,1,0.062,9209.677419354839,6,5
0.71,Premium,E,VS2,61.5,60.0,2858,5.76,5.68,3.52,1.0140845070422535,2,0.142,20126.760563380285,5,4
1.5,Good,J,VS2,63.6,58.0,7308,7.23,7.2,4.59,1.0041666666666667,7,0.30000000000000004,24359.999999999996,5,2
0.31,Ideal,D,SI1,61.3,56.0,565,4.36,4.41,2.69,0.9886621315192744,1,0.062,9112.90322580645,6,5
0.31,Ideal,H,VVS1,61.6,57.0,846,4.35,4.32,2.67,1.0069444444444442,5,0.062,13645.161290322581,2,5
1.06,Premium,E,SI1,60.8,58.0,5485,6.59,6.54,3.99,1.007645259938838,2,0.21200000000000002,25872.64150943396,6,4
0.32,Ideal,F,VS1,61.0,54.0,716,4.42,4.44,2.7,0.9954954954954954,3,0.064,11187.5,4,5
1.01,Very Good,E,SI1,63.3,58.0,5077,6.39,6.37,4.04,1.0031397174254317,2,0.202,25133.663366336634,6,3
0.57,Ideal,D,VVS1,61.6,56.0,3126,5.33,5.35,3.29,0.9962616822429907,1,0.11399999999999999,27421.05263157895,2,5
0.9,Very Good,F,VS2,63.4,58.0,4400,6.07,6.11,3.86,0.9934533551554828,3,0.18000000000000002,24444.44444444444,5,3
0.46,Ideal,D,VS2,62.4,56.0,1298,4.98,4.95,3.1,1.006060606060606,1,0.09200000000000001,14108.69565217391,5,5
0.9,Very Good,H,VS1,62.3,59.0,4592,6.12,6.17,3.83,0.9918962722852512,5,0.18000000000000002,25511.11111111111,4,3
0.54,Good,E,SI2,63.8,54.0,1163,5.17,5.18,3.3,0.9980694980694981,2,0.10800000000000001,10768.518518518516,7,2
1.16,Ideal,H,SI1,62.2,54.0,6036,6.72,6.75,4.19,0.9955555555555555,5,0.23199999999999998,26017.241379310348,6,5
0.43,Ideal,F,VS2,61.5,56.0,904,4.85,4.89,2.99,0.9918200408997955,3,0.08600000000000001,10511.627906976742,5,5
0.7,Good,F,SI1,64.3,63.0,2059,5.58,5.55,3.58,1.0054054054054054,3,0.13999999999999999,14707.142857142859,6,2
1.01,Fair,E,SI2,64.6,59.0,3294,6.22,6.18,4.01,1.006472491909385,2,0.202,16306.930693069306,7,1
0.6,Premium,H,SI1,58.9,61.0,1341,5.54,5.5,3.25,1.0072727272727273,5,0.12,11175.0,6,4
0.9,Good,F,VS1,63.3,59.0,4508,6.03,6.07,3.83,0.9934102141680395,3,0.18000000000000002,25044.44444444444,4,2
0.71,Ideal,I,SI1,61.4,56.0,2376,5.73,5.77,3.53,0.9930675909878685,6,0.142,16732.394366197186,6,5
0.32,Ideal,E,IF,62.6,55.0,1095,4.38,4.41,2.75,0.9931972789115646,2,0.064,17109.375,1,5
0.38,Very Good,H,VVS1,59.1,58.0,967,4.71,4.76,2.8,0.9894957983193278,5,0.07600000000000001,12723.684210526313,2,3
0.24,Very Good,D,VVS2,61.3,58.0,485,3.99,4.03,2.46,0.9900744416873449,1,0.048,10104.166666666666,3,3
1.01,Ideal,E,SI1,62.1,54.0,5599,6.5,6.41,4.01,1.0140405616224648,2,0.202,27717.821782178216,6,5
0.9,Good,G,SI1,63.7,60.0,3669,6.11,6.07,3.88,1.0065897858319606,4,0.18000000000000002,20383.333333333332,6,2
0.41,Ideal,I,VS1,61.9,55.0,878,4.82,4.78,2.97,1.00836820083682,6,0.082,10707.31707317073,4,5
0.7,Premium,I,SI1,61.8,62.0,1914,5.69,5.64,3.5,1.0088652482269505,6,0.13999999999999999,13671.428571428572,6,4
0.5,Premium,E,SI2,60.1,60.0,1262,5.13,5.05,3.06,1.0158415841584159,2,0.1,12620.0,7,4
1.01,Ideal,F,SI1,62.3,58.0,5646,6.35,6.42,3.98,0.9890965732087227,3,0.202,27950.49504950495,6,5
0.42,Very Good,G,SI1,63.2,57.0,945,4.79,4.77,3.02,1.0041928721174005,4,0.084,11250.0,6,3
1.7,Ideal,J,VS2,62.5,57.0,9414,7.6,7.63,4.76,0.9960681520314547,7,0.34,27688.235294117647,5,5
0.52,Good,G,SI1,63.3,57.0,1244,5.08,5.11,3.22,0.9941291585127201,4,0.10400000000000001,11961.538461538461,6,2
1.21,Ideal,H,SI2,62.6,56.0,5624,6.84,6.77,4.26,1.0103397341211227,5,0.242,23239.669421487604,7,5
0.9,Very Good,H,SI2,62.3,61.0,3481,6.15,6.17,3.84,0.9967585089141006,5,0.18000000000000002,19338.888888888887,7,3
0.65,Premium,D,VVS2,59.9,58.0,3003,5.69,5.63,3.39,1.0106571936056838,1,0.13,23100.0,3,4
1.01,Good,J,SI1,58.8,57.0,3853,6.57,6.63,3.88,0.9909502262443439,7,0.202,19074.257425742573,6,2
0.92,Ideal,J,VS1,62.4,56.0,3332,6.23,6.19,3.88,1.0064620355411955,7,0.18400000000000002,18108.695652173912,4,5
0.33,Ideal,G,IF,61.7,55.0,1052,4.47,4.45,2.75,1.0044943820224719,4,0.066,15939.393939393938,1,5
0.51,Ideal,F,SI1,61.1,55.0,1593,5.22,5.16,3.17,1.0116279069767442,3,0.10200000000000001,15617.647058823528,6,5
1.04,Premium,G,IF,61.3,58.0,9039,6.52,6.43,3.97,1.0139968895800933,4,0.20800000000000002,43456.730769230766,1,4
1.07,Very Good,G,SI2,64.6,60.0,4340,6.35,6.4,4.12,0.9921874999999999,4,0.21400000000000002,20280.373831775698,7,3
1.22,Ideal,G,VS2,62.0,55.0,8067,6.91,6.83,4.26,1.0117130307467057,4,0.244,33061.475409836065,5,5
0.71,Very Good,I,VVS1,63.5,57.0,2456,5.65,5.68,3.6,0.994718309859155,6,0.142,17295.774647887327,2,3
0.78,Ideal,D,SI2,61.4,57.0,3454,5.91,5.94,3.64,0.9949494949494949,1,0.15600000000000003,22141.025641025637,7,5
0.9,Ideal,H,VS2,61.9,55.0,4133,6.22,6.19,3.84,1.0048465266558966,5,0.18000000000000002,22961.11111111111,5,5
0.31,Ideal,D,VS2,61.5,56.0,734,4.34,4.37,2.68,0.9931350114416475,1,0.062,11838.709677419354,5,5
0.43,Ideal,I,VS1,61.8,55.0,1218,4.88,4.9,3.02,0.9959183673469387,6,0.08600000000000001,14162.790697674418,4,5
0.3,Ideal,G,VS2,61.2,55.0,545,4.35,4.38,2.67,0.9931506849315068,4,0.06,9083.333333333334,5,5
0.7,Ideal,E,VS2,62.5,55.0,2693,5.73,5.7,3.57,1.0052631578947369,2,0.13999999999999999,19235.714285714286,5,5
0.32,Premium,E,VVS2,61.5,58.0,842,4.36,4.42,2.7,0.9864253393665159,2,0.064,13156.25,3,4
0.46,Ideal,G,IF,62.1,56.0,1733,4.96,4.93,3.07,1.0060851926977687,4,0.09200000000000001,18836.95652173913,1,5
0.3,Ideal,G,VVS2,61.8,57.0,665,4.29,4.32,2.66,0.9930555555555555,4,0.06,11083.333333333334,3,5
0.38,Ideal,H,VVS2,62.2,54.6,832,4.62,4.66,2.89,0.9914163090128755,5,0.07600000000000001,10947.36842105263,3,5
0.47,Premium,H,VS1,60.3,61.0,1244,5.05,5.04,3.04,1.001984126984127,5,0.094,13234.04255319149,4,4
0.53,Ideal,D,VS2,61.7,55.0,1857,5.21,5.23,3.22,0.9961759082217972,1,0.10600000000000001,17518.8679245283,5,5
0.6,Very Good,D,VVS2,60.6,57.0,2897,5.48,5.51,3.33,0.9945553539019965,1,0.12,24141.666666666668,3,3
0.71,Ideal,E,VS2,61.0,55.0,2863,5.79,5.75,3.52,1.0069565217391305,2,0.142,20161.971830985916,5,5
0.45,Ideal,G,SI2,61.9,54.0,709,4.91,4.95,3.05,0.9919191919191919,4,0.09000000000000001,7877.7777777777765,7,5
1.04,Premium,I,SI1,61.8,60.0,4368,6.51,6.47,4.01,1.0061823802163834,6,0.20800000000000002,20999.999999999996,6,4
1.02,Premium,G,SI2,62.5,59.0,4370,6.42,6.37,4.0,1.0078492935635792,4,0.20400000000000001,21421.56862745098,7,4
0.75,Good,E,SI2,63.8,55.0,2453,5.74,5.8,3.68,0.9896551724137932,2,0.15000000000000002,16353.33333333333,7,2
0.41,Premium,E,VS1,60.6,59.0,1153,4.8,4.77,2.9,1.0062893081761006,2,0.082,14060.975609756097,4,4
0.4,Ideal,E,VVS1,62.4,57.0,1333,4.67,4.72,2.93,0.989406779661017,2,0.08000000000000002,16662.499999999996,2,5
1.08,Very Good,G,VS2,60.6,58.0,6777,6.65,6.71,4.05,0.9910581222056632,4,0.21600000000000003,31374.999999999996,5,3
1.23,Ideal,G,VVS2,62.7,56.0,10317,6.81,6.84,4.28,0.9956140350877193,4,0.246,41939.0243902439,3,5
0.55,Ideal,E,SI2,62.0,56.0,1273,5.27,5.22,3.25,1.0095785440613025,2,0.11000000000000001,11572.727272727272,7,5
0.31,Very Good,F,VS2,62.9,56.0,625,4.3,4.32,2.71,0.9953703703703702,3,0.062,10080.645161290322,5,3
1.02,Very Good,G,VS1,62.6,58.0,6301,6.36,6.46,4.01,0.9845201238390093,4,0.20400000000000001,30887.254901960783,4,3
0.64,Good,J,SI2,64.7,54.0,1141,5.39,5.43,3.5,0.992633517495396,7,0.128,8914.0625,7,2
0.3,Premium,D,SI1,59.7,59.0,552,4.34,4.37,2.6,0.9931350114416475,1,0.06,9200.0,6,4
0.41,Premium,D,SI2,62.3,58.0,876,4.77,4.74,2.96,1.0063291139240504,1,0.082,10682.926829268292,7,4
0.76,Ideal,F,SI2,60.3,60.0,2624,5.86,5.89,3.54,0.9949066213921902,3,0.15200000000000002,17263.15789473684,7,5
0.44,Premium,G,VVS1,60.9,59.0,1235,4.9,4.96,3.0,0.9879032258064517,4,0.08800000000000001,14034.090909090908,2,4
0.64,Very Good,D,SI1,62.2,55.0,1967,5.51,5.55,3.44,0.9927927927927928,1,0.128,15367.1875,6,3
0.3,Ideal,E,VVS2,62.2,54.4,779,4.3,4.32,2.68,0.9953703703703702,2,0.06,12983.333333333334,3,5
0.38,Ideal,E,VS1,61.4,56.0,920,4.66,4.69,2.87,0.9936034115138592,2,0.07600000000000001,12105.263157894735,4,5
0.38,Ideal,H,IF,60.0,60.0,1064,4.71,4.76,2.84,0.9894957983193278,5,0.07600000000000001,13999.999999999998,1,5
0.4,Ideal,E,VVS1,62.8,57.0,1397,4.71,4.65,2.94,1.0129032258064514,2,0.08000000000000002,17462.499999999996,2,5
0.32,Ideal,G,VVS2,61.6,55.0,936,4.42,4.41,2.72,1.002267573696145,4,0.064,14625.0,3,5
1.2,Ideal,J,VS1,61.8,55.0,5040,6.81,6.76,4.19,1.0073964497041419,7,0.24,21000.0,4,5
0.39,Very Good,G,IF,63.5,56.0,1271,4.67,4.65,2.96,1.004301075268817,4,0.07800000000000001,16294.871794871791,1,3
1.09,Ideal,J,SI1,61.4,55.0,4565,6.61,6.67,4.08,0.9910044977511245,7,0.21800000000000003,20940.366972477063,6,5
1.01,Ideal,I,SI1,60.6,57.0,3999,6.51,6.56,3.96,0.9923780487804879,6,0.202,19797.029702970296,6,5
1.2,Ideal,G,VS2,62.8,54.0,8414,6.75,6.79,4.25,0.9941089837997055,4,0.24,35058.333333333336,5,5
1.01,Good,F,VS1,59.0,62.0,6794,6.56,6.6,3.88,0.9939393939393939,3,0.202,33633.66336633663,4,2
0.54,Ideal,H,SI1,62.2,56.0,1240,5.26,5.19,3.25,1.0134874759152215,5,0.10800000000000001,11481.48148148148,6,5
1.51,Premium,H,SI1,60.6,59.0,10519,7.45,7.41,4.5,1.0053981106612686,5,0.30200000000000005,34831.12582781456,6,4
0.31,Ideal,F,IF,62.0,55.0,914,4.36,4.38,2.71,0.995433789954338,3,0.062,14741.935483870968,1,5
0.51,Ideal,E,VS1,62.0,57.0,1841,5.11,5.15,3.18,0.9922330097087378,2,0.10200000000000001,18049.019607843136,4,5
0.3,Very Good,E,VVS2,59.7,57.0,622,4.37,4.43,2.62,0.9864559819413093,2,0.06,10366.666666666668,3,3
1.03,Very Good,G,SI1,59.4,60.0,5353,6.61,6.66,3.94,0.9924924924924925,4,0.20600000000000002,25985.43689320388,6,3
0.72,Ideal,F,SI2,62.0,55.0,2224,5.75,5.79,3.58,0.9930915371329879,3,0.144,15444.444444444445,7,5
1.01,Premium,F,VS2,59.9,61.0,6097,6.5,6.46,3.88,1.0061919504643964,3,0.202,30183.16831683168,5,4
0.41,Ideal,E,VS2,61.8,57.0,999,4.78,4.76,2.95,1.0042016806722691,2,0.082,12182.926829268292,5,5
1.31,Premium,J,SI1,59.4,60.0,5446,7.06,7.12,4.21,0.9915730337078651,7,0.262,20786.25954198473,6,4
1.0,Premium,D,SI2,60.8,60.0,4295,6.45,6.41,3.91,1.0062402496099845,1,0.2,21475.0,7,4
0.32,Very Good,I,VVS1,60.1,61.0,589,4.4,4.45,2.66,0.9887640449438203,6,0.064,9203.125,2,3
0.31,Ideal,G,VVS1,61.8,54.0,789,4.39,4.41,2.72,0.9954648526077097,4,0.062,12725.806451612903,2,5
1.14,Ideal,E,VVS2,62.3,55.0,10512,6.68,6.71,4.17,0.9955290611028316,2,0.22799999999999998,46105.26315789474,3,5
0.39,Very Good,H,VVS1,61.5,56.0,926,4.7,4.73,2.9,0.9936575052854122,5,0.07800000000000001,11871.79487179487,2,3
0.7,Very Good,D,VS2,61.2,60.0,3131,5.73,5.77,3.52,0.9930675909878685,1,0.13999999999999999,22364.285714285717,5,3
0.31,Premium,D,IF,60.2,59.0,1167,4.39,4.42,2.65,0.9932126696832578,1,0.062,18822.58064516129,1,4
1.0,Good,G,VS2,62.7,58.0,5068,6.24,6.33,3.94,0.9857819905213271,4,0.2,25340.0,5,2
1.17,Ideal,D,SI2,62.7,57.0,5842,6.7,6.72,4.21,0.9970238095238095,1,0.23399999999999999,24965.81196581197,7,5
0.31,Ideal,J,VS2,62.2,55.0,396,4.32,4.36,2.7,0.9908256880733944,7,0.062,6387.096774193548,5,5
0.5,Very Good,H,SI1,63.1,55.0,984,5.09,5.02,3.19,1.0139442231075697,5,0.1,9840.0,6,3
0.52,Premium,E,VS2,60.7,58.0,1815,5.21,5.17,3.15,1.0077369439071566,2,0.10400000000000001,17451.923076923074,5,4
0.3,Premium,G,VVS2,62.6,58.0,684,4.27,4.29,2.68,0.9953379953379953,4,0.06,11400.0,3,4
0.3,Good,G,VS1,63.6,57.0,605,4.23,4.26,2.7,0.9929577464788734,4,0.06,10083.333333333334,4,2
1.01,Very Good,G,SI1,63.2,59.0,5113,6.36,6.32,4.01,1.0063291139240507,4,0.202,25311.88118811881,6,3
0.33,Ideal,I,IF,62.1,55.0,694,4.41,4.44,2.75,0.9932432432432432,6,0.066,10515.151515151514,1,5
